;אשור התקנה תאגיד;דיור מגורים רכישה;הפליה אסור הוסר;חוב בנק גביה;חיל בטחון מלוא;יהודי ערבי עם;יצוג תפקיד דוח;ישוב בניה תכנון;לדה שעה חפשה;מחיר מוצר צרכן;מים מזון עשון;מעסיק פצוי העסקה;מקצוע הכשרה תעודה;נכה קצבה גמלה;נציבות בטחון תלונה;נשואין גרושין נשא;סביבה דיג טבע;סיוע חברתי הרוחה;ספורט התרבות עמתה;עברה עבירות אלימות;פטור תושב פקדה;צרכן פרסום שפה;קטין אחריות אמנה;קפה בחירה תרומה;ראש חקירה נבחר;רפואי מטפל רופא;תביעה משפטי הגשה;תחבורה הרכב רכב;תלמיד לימודים השכלה;תקציב פער קטן
K20_f_482355;0.00125;0.00125;0.00125;0.00125;0.00125;0.00125;0.013750000000000002;0.00125;0.00125;0.00125;0.00125;0.00125;0.00125;0.00125;0.13875;0.00125;0.00125;0.26375000000000004;0.013750000000000002;0.00125;0.00125;0.00125;0.51375;0.026250000000000002;0.00125;0.00125;0.00125;0.00125;0.00125;0.00125
K20_f_488007;0.0014492754;0.015942029;0.0304347826;0.0014492754;0.0014492754;0.131884058;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.015942029;0.0014492754;0.0014492754;0.0594202899;0.1898550725;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.015942029;0.10289855070000001;0.40724637680000003;0.0014492754;0.0014492754
K20_f_488132;0.0018181818000000001;0.0018181818000000001;0.2381818182;0.0018181818000000001;0.6381818182;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001;0.0381818182;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001;0.02;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001;0.02;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001;0.0018181818000000001
K20_f_541093;0.0025;0.3275;0.0025;0.0025;0.0025;0.0025;0.1525;0.0025;0.0275;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0275;0.0025;0.0275;0.0025;0.3025;0.0025;0.0025;0.0025;0.052500000000000005;0.0025;0.0025;0.0025;0.0275
K20_f_542231;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0482352941;0.0011764706;0.0011764706;0.0011764706;0.1070588235;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.1776470588;0.0011764706;0.2835294118;0.0011764706;0.3541176471;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0011764706
K20_f_543184;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.10647058820000001;0.03;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.0182352941;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.0182352941;0.0005882353;0.1888235294;0.5829411765;0.0005882353;0.0064705882;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.035882352900000004;0.0005882353;0.0005882353
K20_f_543895;0.11296296300000001;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.3722222222;0.0018518519000000002;0.0203703704;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.2611111111;0.0018518519000000002;0.0203703704;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.16851851850000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002
K20_f_543974;0.0022727273;0.2295454545;0.0022727273;0.0022727273;0.0022727273;0.0022727273;0.0022727273;0.0022727273;0.07045454550000001;0.0022727273;0.0022727273;0.0022727273;0.0022727273;0.38863636360000003;0.0022727273;0.0022727273;0.0022727273;0.1386363636;0.0022727273;0.0022727273;0.07045454550000001;0.0022727273;0.0022727273;0.0022727273;0.025;0.0022727273;0.025;0.0022727273;0.0022727273;0.0022727273
K20_f_544618;0.0033333333;0.0033333333;0.0366666667;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.27;0.0033333333;0.0033333333;0.6033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333
K20_f_546532;0.0077464789;0.1908450704;0.0007042254;0.17676056340000001;0.0007042254;0.0007042254;0.0007042254;0.0007042254;0.0007042254;0.0147887324;0.0007042254;0.0007042254;0.0711267606;0.2753521127;0.05;0.0007042254;0.0007042254;0.0007042254;0.0007042254;0.0007042254;0.0007042254;0.0007042254;0.0007042254;0.0007042254;0.0007042254;0.0007042254;0.1978873239;0.0007042254;0.0007042254;0.0007042254
K20_f_548850;0.0005681818;0.06875;0.0232954545;0.0005681818;0.0005681818;0.0005681818;0.00625;0.0005681818;0.0005681818;0.0005681818;0.0005681818;0.2221590909;0.0857954545;0.0005681818;0.0005681818;0.0005681818;0.0005681818;0.0232954545;0.4210227273;0.0005681818;0.0005681818;0.0005681818;0.057386363600000004;0.0005681818;0.0005681818;0.011931818200000001;0.0005681818;0.0005681818;0.0005681818;0.06875
K20_f_562192;0.0004237288;0.0004237288;0.0004237288;0.0004237288;0.0004237288;0.1105932203;0.0088983051;0.0004237288;0.0004237288;0.0004237288;0.0004237288;0.0004237288;0.14449152540000001;0.0004237288;0.0004237288;0.7080508475;0.0004237288;0.0004237288;0.0004237288;0.0004237288;0.0131355932;0.0004237288;0.0004237288;0.0046610169;0.0004237288;0.0004237288;0.0004237288;0.0004237288;0.0004237288;0.0004237288
K20_f_562193;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.42;0.02;0.02;0.02;0.02;0.02;0.02
K20_f_562194;0.0013513514000000001;0.0013513514000000001;0.3256756757;0.0013513514000000001;0.0013513514000000001;0.39324324320000004;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.09594594590000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0013513514000000001;0.0283783784;0.0013513514000000001;0.0013513514000000001;0.12297297300000001
K20_f_562195;0.0685606061;0.6026515152;0.00037878790000000004;0.00037878790000000004;0.00037878790000000004;0.00037878790000000004;0.00037878790000000004;0.00037878790000000004;0.0117424242;0.00037878790000000004;0.00037878790000000004;0.00037878790000000004;0.0723484848;0.00037878790000000004;0.00037878790000000004;0.00037878790000000004;0.00037878790000000004;0.0041666667;0.00037878790000000004;0.00037878790000000004;0.00037878790000000004;0.0041666667;0.0117424242;0.00037878790000000004;0.00037878790000000004;0.00037878790000000004;0.11401515150000001;0.00037878790000000004;0.00037878790000000004;0.1026515152
K20_f_562196;0.0033333333;0.0033333333;0.9033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333
K20_f_562197;0.00046728970000000004;0.6406542056;0.00046728970000000004;0.0378504673;0.00046728970000000004;0.0191588785;0.00046728970000000004;0.0051401869000000005;0.00046728970000000004;0.00046728970000000004;0.0331775701;0.07056074770000001;0.00046728970000000004;0.00046728970000000004;0.00046728970000000004;0.00046728970000000004;0.0051401869000000005;0.00046728970000000004;0.00046728970000000004;0.00046728970000000004;0.00046728970000000004;0.00046728970000000004;0.00046728970000000004;0.00046728970000000004;0.00046728970000000004;0.0331775701;0.1359813084;0.00046728970000000004;0.009813084100000001;0.00046728970000000004
K20_f_562199;0.0146226415;0.00047169810000000003;0.0523584906;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.0051886792;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003;0.783490566;0.00047169810000000003;0.00047169810000000003;0.1325471698;0.00047169810000000003;0.00047169810000000003;0.00047169810000000003
K20_f_562200;0.0016393443000000001;0.1491803279;0.0016393443000000001;0.0016393443000000001;0.0016393443000000001;0.0180327869;0.0016393443000000001;0.0016393443000000001;0.0016393443000000001;0.0016393443000000001;0.0180327869;0.0016393443000000001;0.0016393443000000001;0.0016393443000000001;0.0016393443000000001;0.0016393443000000001;0.0344262295;0.0016393443000000001;0.0016393443000000001;0.0016393443000000001;0.0016393443000000001;0.1327868852;0.5262295082;0.0016393443000000001;0.0672131148;0.0016393443000000001;0.0016393443000000001;0.0016393443000000001;0.0016393443000000001;0.0180327869
K20_f_562201;0.0015151515000000001;0.0015151515000000001;0.0166666667;0.0015151515000000001;0.5469696970000001;0.0015151515000000001;0.0166666667;0.0015151515000000001;0.0015151515000000001;0.0166666667;0.0015151515000000001;0.0015151515000000001;0.0015151515000000001;0.0015151515000000001;0.0015151515000000001;0.0015151515000000001;0.0015151515000000001;0.0015151515000000001;0.0015151515000000001;0.0015151515000000001;0.0166666667;0.0166666667;0.0015151515000000001;0.0015151515000000001;0.0621212121;0.0015151515000000001;0.0015151515000000001;0.0015151515000000001;0.2742424242;0.0015151515000000001
K20_f_562203;0.023863636400000002;0.0011363636;0.0125;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.1488636364;0.0011363636;0.0011363636;0.6147727273;0.0011363636;0.0011363636;0.0011363636;0.1375;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0352272727;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636
K20_f_562206;0.0022222222;0.0022222222;0.18;0.7577777778;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222
K20_f_562207;0.0011363636;0.0011363636;0.0011363636;0.023863636400000002;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.7397727273;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.2056818182;0.0011363636
K20_f_562208;0.0911111111;0.0244444444;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0911111111;0.0022222222;0.0022222222;0.046666666700000005;0.0022222222;0.0022222222;0.0688888889;0.0688888889;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0244444444;0.5133333333;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0244444444;0.0022222222;0.0022222222
K20_f_562209;0.0836734694;0.0020408163;0.0020408163;0.0020408163;0.022448979600000002;0.0020408163;0.0020408163;0.0020408163;0.1448979592;0.0020408163;0.0020408163;0.0428571429;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0428571429;0.0020408163;0.0020408163;0.5326530612;0.022448979600000002;0.0020408163;0.022448979600000002;0.022448979600000002;0.0020408163;0.022448979600000002;0.0020408163;0.0020408163
K20_f_562211;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0884057971;0.5376811594;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.3057971014;0.0014492754;0.0304347826;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754
K20_f_562212;0.0645833333;0.043750000000000004;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0645833333;0.7520833333;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0229166667;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002
K20_f_562213;0.0179487179;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0179487179;0.0094017094;0.0008547009;0.0179487179;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0094017094;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.035042735000000005;0.7444444444;0.0008547009;0.1205128205;0.0008547009;0.0094017094;0.0008547009;0.0008547009
K20_f_562214;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.010280373800000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.010280373800000001;0.0009345794000000001;0.019626168200000002;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.9355140187000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001;0.0009345794000000001
K20_f_562215;0.002;0.002;0.022;0.10200000000000001;0.002;0.002;0.242;0.002;0.002;0.022;0.022;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.482;0.002;0.002;0.002;0.002;0.002;0.062;0.002;0.002
K20_f_562217;0.002;0.002;0.002;0.002;0.002;0.302;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.022;0.002;0.002;0.002;0.002;0.022;0.002;0.002;0.28200000000000003;0.002;0.002;0.002;0.002;0.042;0.002;0.28200000000000003;0.002
K20_f_562219;0.0017857143;0.0017857143;0.0017857143;0.0196428571;0.0017857143;0.0017857143;0.18035714290000002;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.1267857143;0.0017857143;0.0017857143;0.0375;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.5732142857;0.0017857143;0.0196428571;0.0017857143;0.0017857143;0.0017857143
K20_f_562221;0.0865591398;0.0005376344;0.0005376344;0.1725806452;0.0005376344;0.0005376344;0.0543010753;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.011290322600000001;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.022043010800000002;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.6403225806
K20_f_562222;0.0011363636;0.0011363636;0.6943181818;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.023863636400000002;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0125;0.0011363636;0.0579545455;0.0011363636;0.0011363636;0.0920454545;0.023863636400000002;0.0693181818;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636
K20_f_562223;0.0005291005;0.0005291005;0.1328042328;0.0005291005;0.0005291005;0.0005291005;0.0058201058;0.0005291005;0.0005291005;0.0005291005;0.0005291005;0.0005291005;0.0005291005;0.0005291005;0.0005291005;0.0005291005;0.0005291005;0.0005291005;0.0005291005;0.0058201058;0.0005291005;0.19100529100000002;0.0058201058;0.0005291005;0.25978835980000003;0.0005291005;0.38677248680000004;0.0005291005;0.0005291005;0.0005291005
K20_f_562224;0.0014705882;0.0014705882;0.3397058824;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0161764706;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.6044117647;0.0014705882;0.0014705882
K20_f_562225;0.0009174312000000001;0.0009174312000000001;0.0651376147;0.0009174312000000001;0.147706422;0.0009174312000000001;0.0009174312000000001;0.0009174312000000001;0.0009174312000000001;0.0009174312000000001;0.0009174312000000001;0.0009174312000000001;0.0009174312000000001;0.0009174312000000001;0.0009174312000000001;0.0009174312000000001;0.0009174312000000001;0.07431192660000001;0.0009174312000000001;0.0559633028;0.0009174312000000001;0.4229357798;0.0009174312000000001;0.0009174312000000001;0.0009174312000000001;0.0009174312000000001;0.2027522936;0.0100917431;0.0009174312000000001;0.0009174312000000001
K20_f_562226;0.0006369427000000001;0.0006369427000000001;0.0006369427000000001;0.0006369427000000001;0.0006369427000000001;0.0006369427000000001;0.026114649700000003;0.0006369427000000001;0.0070063694;0.0452229299;0.0006369427000000001;0.0006369427000000001;0.0006369427000000001;0.0006369427000000001;0.0133757962;0.0006369427000000001;0.0006369427000000001;0.0707006369;0.0070063694;0.0070063694;0.0070063694;0.0006369427000000001;0.0006369427000000001;0.0707006369;0.0006369427000000001;0.1789808917;0.0006369427000000001;0.0006369427000000001;0.0006369427000000001;0.5547770701
K20_f_562229;0.0008474576;0.0008474576;0.0008474576;0.0008474576;0.0008474576;0.0940677966;0.0008474576;0.0008474576;0.0008474576;0.0008474576;0.0008474576;0.0262711864;0.0008474576;0.0008474576;0.0008474576;0.0008474576;0.0008474576;0.07711864410000001;0.0008474576;0.0177966102;0.0262711864;0.0008474576;0.5093220339;0.0008474576;0.0093220339;0.0008474576;0.1957627119;0.0008474576;0.0008474576;0.0262711864
K20_f_562231;0.0008547009;0.1632478632;0.8128205128;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009
K20_f_562233;0.0094017094;0.0094017094;0.0008547009;0.36837606840000003;0.0179487179;0.0094017094;0.0008547009;0.0008547009;0.0008547009;0.0179487179;0.0008547009;0.0008547009;0.11196581200000001;0.0008547009;0.0863247863;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0008547009;0.0264957265;0.0008547009;0.0179487179;0.1888888889;0.0008547009;0.0008547009;0.0008547009;0.0094017094;0.0008547009;0.11196581200000001
K20_f_562235;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0192982456;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.2122807018;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0192982456;0.0017543860000000001;0.0017543860000000001;0.4929824561;0.0192982456;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.1947368421
K20_f_562236;0.1011111111;0.0011111111;0.0344444444;0.3788888889;0.023333333300000002;0.0011111111;0.06777777780000001;0.0011111111;0.0011111111;0.0011111111;0.0122222222;0.0011111111;0.0011111111;0.0122222222;0.0011111111;0.0011111111;0.0011111111;0.0011111111;0.0011111111;0.0122222222;0.0011111111;0.0011111111;0.0011111111;0.2677777778;0.023333333300000002;0.0011111111;0.0122222222;0.0122222222;0.0011111111;0.023333333300000002
K20_f_562237;0.0009615385;0.0009615385;0.0009615385;0.0105769231;0.0009615385;0.08750000000000001;0.2605769231;0.020192307700000002;0.0105769231;0.0105769231;0.0009615385;0.058653846200000005;0.0009615385;0.0009615385;0.0009615385;0.0009615385;0.0009615385;0.0105769231;0.0009615385;0.1067307692;0.0009615385;0.3759615385;0.0009615385;0.0009615385;0.0009615385;0.020192307700000002;0.0105769231;0.0009615385;0.0009615385;0.0009615385
K20_f_562238;0.0007246377;0.0007246377;0.1239130435;0.0007246377;0.0007246377;0.0007246377;0.0007246377;0.0079710145;0.0007246377;0.0007246377;0.0007246377;0.0007246377;0.0079710145;0.09492753620000001;0.065942029;0.0007246377;0.0007246377;0.0007246377;0.0007246377;0.3775362319;0.0007246377;0.0007246377;0.0007246377;0.0007246377;0.0007246377;0.0007246377;0.23985507250000002;0.065942029;0.0007246377;0.0007246377
K20_f_562241;0.0267241379;0.1387931034;0.000862069;0.000862069;0.000862069;0.1732758621;0.000862069;0.000862069;0.000862069;0.000862069;0.000862069;0.000862069;0.2422413793;0.000862069;0.0698275862;0.000862069;0.000862069;0.0439655172;0.1387931034;0.0094827586;0.0181034483;0.000862069;0.000862069;0.000862069;0.000862069;0.000862069;0.0439655172;0.000862069;0.0525862069;0.0267241379
K20_f_562242;0.0006097561000000001;0.0006097561000000001;0.0006097561000000001;0.0067073171000000004;0.0006097561000000001;0.025;0.0067073171000000004;0.0006097561000000001;0.3359756098;0.0006097561000000001;0.012804878;0.0981707317;0.0006097561000000001;0.0920731707;0.025;0.0006097561000000001;0.1103658537;0.0067073171000000004;0.0006097561000000001;0.0006097561000000001;0.0006097561000000001;0.0006097561000000001;0.0006097561000000001;0.0006097561000000001;0.0006097561000000001;0.043292682900000004;0.2018292683;0.018902439;0.0006097561000000001;0.0067073171000000004
K20_f_562243;0.0001298701;0.0001298701;0.1053246753;0.0001298701;0.0001298701;0.1338961039;0.050779220800000004;0.0001298701;0.0066233766000000005;0.0001298701;0.0001298701;0.0001298701;0.0001298701;0.0001298701;0.0001298701;0.0027272727;0.0001298701;0.0001298701;0.0001298701;0.5650649351;0.0001298701;0.0001298701;0.0001298701;0.0027272727;0.0001298701;0.0001298701;0.13;0.0001298701;0.0001298701;0.0001298701
K20_f_562244;0.0072847682000000006;0.0006622517;0.0006622517;0.0006622517;0.0006622517;0.013907284800000001;0.0006622517;0.0006622517;0.0006622517;0.0006622517;0.0006622517;0.4509933775;0.0006622517;0.0006622517;0.040397351000000005;0.0006622517;0.0006622517;0.0006622517;0.0006622517;0.0072847682000000006;0.0735099338;0.0006622517;0.0006622517;0.0006622517;0.0006622517;0.0006622517;0.26556291390000003;0.0006622517;0.0006622517;0.1264900662
K20_f_562245;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0968253968;0.0015873016000000002;0.0015873016000000002;0.1285714286;0.0015873016000000002;0.3984126984;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0492063492;0.0174603175;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0492063492;0.22380952380000002
K20_f_562247;0.2236111111;0.0013888889;0.1263888889;0.0013888889;0.0013888889;0.0013888889;0.0291666667;0.0013888889;0.0013888889;0.0013888889;0.2236111111;0.0013888889;0.0013888889;0.0013888889;0.0013888889;0.015277777800000001;0.015277777800000001;0.0013888889;0.015277777800000001;0.0013888889;0.015277777800000001;0.0013888889;0.0291666667;0.0013888889;0.0013888889;0.23750000000000002;0.0013888889;0.0013888889;0.0013888889;0.0430555556
K20_f_562248;0.0771428571;0.0009523810000000001;0.0009523810000000001;0.0009523810000000001;0.0009523810000000001;0.0009523810000000001;0.0009523810000000001;0.0009523810000000001;0.0009523810000000001;0.0009523810000000001;0.0009523810000000001;0.0009523810000000001;0.1723809524;0.0009523810000000001;0.0104761905;0.0009523810000000001;0.0009523810000000001;0.0009523810000000001;0.02;0.0009523810000000001;0.2676190476;0.0009523810000000001;0.0009523810000000001;0.0009523810000000001;0.10571428570000001;0.0009523810000000001;0.0009523810000000001;0.0009523810000000001;0.1533333333;0.1723809524
K20_f_562250;0.0014705882;0.0014705882;0.1338235294;0.7514705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0308823529;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0455882353;0.0014705882;0.0014705882;0.0014705882;0.0014705882
K20_f_562251;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.0962264151;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.24716981130000001;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.28490566040000004;0.0018867925000000002;0.2660377358;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.058490566;0.0018867925000000002;0.0018867925000000002
K20_f_562252;0.0027777778;0.0027777778;0.8361111111;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.030555555600000003;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.058333333300000005;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778
K20_f_562254;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.11750000000000001;0.0175;0.0008333333;0.009166666700000001;0.0008333333;0.009166666700000001;0.0008333333;0.0008333333;0.0758333333;0.0175;0.0008333333;0.0008333333;0.3341666667;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.1758333333;0.0175;0.0008333333;0.1091666667;0.10083333330000001
K20_f_562255;0.001010101;0.4151515152;0.001010101;0.102020202;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.0515151515;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.0313131313;0.001010101;0.001010101;0.001010101;0.001010101;0.3747474747
K20_f_562258;0.0012345679;0.0012345679;0.2111111111;0.0012345679;0.0012345679;0.0012345679;0.06296296300000001;0.0012345679;0.0012345679;0.0259259259;0.0012345679;0.0012345679;0.0012345679;0.0012345679;0.0012345679;0.1;0.0012345679;0.0135802469;0.0012345679;0.0012345679;0.0012345679;0.0012345679;0.4703703704;0.050617284000000005;0.0012345679;0.0135802469;0.0012345679;0.0012345679;0.0012345679;0.0259259259
